Parent Type,Parent ID,Asset ID,Asset Name,Asset Description,Asset Function,Asset Make,Asset Model,Asset Part Number,Asset Serial Number,Security Zone,Asset Firmware,Redundant Asset Pair ID (If Applicable),Asset Contact Person,Comments
Cabinet,U11_S2_SS1_B1_R1_C1,U11_S2_SS1_B1_R1_C1_FW1,Security Firewall,ACME Security Firewall,Firewall,Bitdefender,BOX,,,,12.2 (53r) SEY3,,,
Cabinet,U11_S2_SS1_B1_R1_C1,U11_S2_SS1_B1_R1_C1_FW44,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214514,,16.8.1r,,,
Cabinet,U11_S2_SS1_B1_R1_C1,U11_S2_SS1_B1_R1_C1_FW65,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801223323,,12.2 (44R)SE4,,,
Cabinet,U11_S2_SS1_B2_R1_C1,U11_S2_SS1_B2_R1_C1_NZ25,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0393,,20.0.4.5,,,
Cabinet,U11_S2_SS2_B1_R1_C1,U11_S2_SS2_B1_R1_C1_SW14,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,TP Link,,TL-SF1005D,,,16.8.1r,,,
Cabinet,U11_S2_SS2_B1_R1_C1,U11_S2_SS2_B1_R1_C1_SW6,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Lanolinx,,LNX-602A S3,,,12.2 (25R)SEE4 ,,,
Cabinet,U11_S2_SS2_B2_R1_C1,U11_S2_SS2_B2_R1_C1_FW73,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001059191,,V15.2(7)e4,,,
Cabinet,U11_S2_SS2_B2_R1_C1,U11_S2_SS2_B2_R1_C1_NZ14,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1497,,10.0.5,,,
Cabinet,U11_S2_SS2_B2_R1_C1,U11_S2_SS2_B2_R1_C1_NZ21,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0383,,15.2(7)E4,,,
Cabinet,U11_S2_SS3_B1_R1_C1,U11_S2_SS3_B1_R1_C1_RTR10,APN Router,ACME APN Router,Router,Cisco,7200 Series,,,,V15.2(7)e4,,,
Cabinet,U11_S2_SS3_B1_R1_C1,U11_S2_SS3_B1_R1_C1_RTR9,APN Router,ACME APN Router,Router,Cisco,7600 Series,,,,20.0.4.5,,,
Cabinet,U11_S2_SS3_B2_R1_C1,U11_S2_SS3_B2_R1_C1_NZ16,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2033BA2652,,12.2 (35R)SEY3,,,
Cabinet,U11_S2_SS4_B1_R1_C1,U11_S2_SS4_B1_R1_C1_FW22,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-1000C,,,10.0.5,,,
Cabinet,U11_S2_SS4_B1_R1_C1,U11_S2_SS4_B1_R1_C1_NZ16,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2033BA2652,,12.2 (35R)SEY3,,,
Cabinet,U11_S2_SS4_B1_R1_C1,U11_S2_SS4_B1_R1_C1_RTR14,APN Router,ACME APN Router,Router,INSYS,MRX3 LTE,,,,12.2 (44)SE5 ,,,
Cabinet,U11_S2_SS4_B2_R1_C1,U11_S2_SS4_B2_R1_C1_FW33,Security Firewall,ACME Security Firewall,Firewall,Netgear,Nighthawk X6,R8000,,,20.0.4.5,,,
Cabinet,U11_S2_SS4_B2_R1_C1,U11_S2_SS4_B2_R1_C1_FW53,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214545,,12.2 (53r) SEY3,,,
Cabinet,U11_S2_SS5_B1_R1_C1,U11_S2_SS5_B1_R1_C1_SW13,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Siemens,Scalance XB005,,,,16.6.7,,,
Cabinet,U11_S2_SS5_B2_R1_C1,U11_S2_SS5_B2_R1_C1_FW3,Security Firewall,ACME Security Firewall,Firewall,CUJO,AISIS Firewall,,,,15.2(7)E4,,,
Cabinet,U11_S2_SS5_B2_R1_C1,U11_S2_SS5_B2_R1_C1_NZ8,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1487,,15.2(7)E4,,,
Cabinet,U11_S3_SS1_B1_R1_C1,U11_S3_SS1_B1_R1_C1_FW6,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3000F,,,2.0.001,,,
Cabinet,U11_S3_SS1_B1_R1_C1,U11_S3_SS1_B1_R1_C1_NZ5,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1479,,12.2 (44R)SE4,,,
Cabinet,U11_S3_SS1_B1_R1_C1,U11_S3_SS1_B1_R1_C1_RTR13,APN Router,ACME APN Router,Router,INSYS,MRXS LAN,,,,12.2 (35R)SEY3,,,
Cabinet,U11_S3_SS1_B1_R1_C1,U11_S3_SS1_B1_R1_C1_SW6,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Lanolinx,,LNX-602A S3,,,12.2 (25R)SEE4 ,,,
Cabinet,U11_S3_SS1_B2_R1_C1,U11_S3_SS1_B2_R1_C1_SW12,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Schneider Electric,Modicon,TCSESM043F23F0,,,15.2(7)E4,,,
Cabinet,U11_S3_SS2_B1_R1_C1,U11_S3_SS2_B1_R1_C1_RTR9,APN Router,ACME APN Router,Router,Cisco,7600 Series,,,,20.0.4.5,,,
Cabinet,U11_S3_SS2_B1_R1_C1,U11_S3_SS2_B1_R1_C1_SW1,IT Ethernet Switch,ACME IT Ethernet Switch,Switch,Cisco,Catalyst 2960,,,,16.8.1r,,,
Cabinet,U11_S3_SS2_B2_R1_C1,U11_S3_SS2_B2_R1_C1_FW23,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-800C,,,12.2 (25R)SEE4 ,,,
Cabinet,U11_S3_SS2_B2_R1_C1,U11_S3_SS2_B2_R1_C1_FW24,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-500C,,,12.2 (35R)SEY3,,,
Cabinet,U11_S3_SS2_B2_R1_C1,U11_S3_SS2_B2_R1_C1_NZ22,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0385,,16.6.7,,,
Cabinet,U11_S3_SS3_B1_R1_C1,U11_S3_SS3_B1_R1_C1_FW29,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-100C,,,15.2(7)E4,,,
Cabinet,U11_S3_SS3_B1_R1_C1,U11_S3_SS3_B1_R1_C1_RTR14,APN Router,ACME APN Router,Router,INSYS,MRX3 LTE,,,,12.2 (44)SE5 ,,,
Cabinet,U11_S3_SS3_B2_R1_C1,U11_S3_SS3_B2_R1_C1_NZ13,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1496,,V15.2(7)e4,,,
Cabinet,U11_S3_SS4_B1_R1_C1,U11_S3_SS4_B1_R1_C1_FW41,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-3020,,,,15.2 (3R)E1,,,
Cabinet,U11_S3_SS4_B1_R1_C1,U11_S3_SS4_B1_R1_C1_FW45,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214515,,2.0.001,,,
Cabinet,U11_S3_SS4_B1_R1_C1,U11_S3_SS4_B1_R1_C1_NZ13,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1496,,V15.2(7)e4,,,
Cabinet,U11_S3_SS4_B1_R1_C1,U11_S3_SS4_B1_R1_C1_NZ23,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0389,,16.8.1r,,,
Cabinet,U11_S3_SS4_B2_R1_C1,U11_S3_SS4_B2_R1_C1_FW69,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-3220,34961451,16201030117,,16.6.7,,,
Cabinet,U11_S3_SS4_B2_R1_C1,U11_S3_SS4_B2_R1_C1_NZ7,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1486,,15.2 (3R)E1,,,
Cabinet,U11_S3_SS4_B2_R1_C1,U11_S3_SS4_B2_R1_C1_SW6,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Lanolinx,,LNX-602A S3,,,12.2 (25R)SEE4 ,,,
Cabinet,U11_S3_SS5_B1_R1_C1,U11_S3_SS5_B1_R1_C1_NZ21,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0383,,15.2(7)E4,,,
Cabinet,U11_S3_SS5_B2_R1_C1,U11_S3_SS5_B2_R1_C1_NZ2,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2033BA2863,,12.2 (25R)SEE4 ,,,
Cabinet,U11_S3_SS5_B2_R1_C1,U11_S3_SS5_B2_R1_C1_SW4,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,D-Link,DGS,DGS-1024D,,,V15.2(7)e4,,,
Cabinet,U11_S3_SS5_B2_R1_C1,U11_S3_SS5_B2_R1_C1_SW9,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Phoenix Contact,,,,,12.2 (44R)SE4,,,
Cabinet,U11_S4_SS1_B1_R1_C1,U11_S4_SS1_B1_R1_C1_FW63,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801223313,,12.2 (35R)SEY3,,,
Cabinet,U11_S4_SS1_B1_R1_C1,U11_S4_SS1_B1_R1_C1_FW78,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001072127,,12.2 (44R)SE4,,,
Cabinet,U11_S4_SS1_B1_R1_C1,U11_S4_SS1_B1_R1_C1_RTR2,APN Router,ACME APN Router,Router,Cisco,2911 Series,,,,12.2 (44R)SE4,,,
Cabinet,U11_S4_SS1_B1_R1_C1,U11_S4_SS1_B1_R1_C1_SW4,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,D-Link,DGS,DGS-1024D,,,V15.2(7)e4,,,
Cabinet,U11_S4_SS1_B1_R1_C1,U11_S4_SS1_B1_R1_C1_SW8,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,NTRON,,304TX,,,12.2 (44)SE5 ,,,
Cabinet,U11_S4_SS1_B2_R1_C1,U11_S4_SS1_B2_R1_C1_FW34,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-3220,34961451,,,V15.2(7)e4,,,
Cabinet,U11_S4_SS1_B2_R1_C1,U11_S4_SS1_B2_R1_C1_FW46,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214517,,20.0.4.5,,,
Cabinet,U11_S4_SS1_B2_R1_C1,U11_S4_SS1_B2_R1_C1_FW64,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801223321,,12.2 (44)SE5 ,,,
Cabinet,U11_S4_SS1_B2_R1_C1,U11_S4_SS1_B2_R1_C1_NZ24,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0390,,2.0.001,,,
Cabinet,U11_S4_SS1_B2_R1_C1,U11_S4_SS1_B2_R1_C1_RTR5,APN Router,ACME APN Router,Router,Cisco,800 Series,,,,15.2(7)E4,,,
Cabinet,U11_S4_SS2_B2_R1_C1,U11_S4_SS2_B2_R1_C1_SW3,IT Ethernet Switch,ACME IT Ethernet Switch,Switch,Cisco,Catalyst 4507,,,,20.0.4.5,,,
Cabinet,U11_S4_SS3_B1_R1_C1,U11_S4_SS3_B1_R1_C1_RTR2,APN Router,ACME APN Router,Router,Cisco,2911 Series,,,,12.2 (44R)SE4,,,
Cabinet,U11_S4_SS3_B2_R1_C1,U11_S4_SS3_B2_R1_C1_FW33,Security Firewall,ACME Security Firewall,Firewall,Netgear,Nighthawk X6,R8000,,,20.0.4.5,,,
Cabinet,U11_S4_SS3_B2_R1_C1,U11_S4_SS3_B2_R1_C1_NZ20,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1496,,15.2 (3R)E1,,,
Cabinet,U11_S4_SS3_B2_R1_C1,U11_S4_SS3_B2_R1_C1_RTR5,APN Router,ACME APN Router,Router,Cisco,800 Series,,,,15.2(7)E4,,,
Cabinet,U11_S4_SS4_B1_R1_C1,U11_S4_SS4_B1_R1_C1_FW56,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214665,,16.6.7,,,
Cabinet,U11_S4_SS5_B1_R1_C1,U11_S4_SS5_B1_R1_C1_FW37,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-5060,,,,12.2 (35R)SEY3,,,
Cabinet,U11_S4_SS5_B1_R1_C1,U11_S4_SS5_B1_R1_C1_FW50,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214540,,12.2 (35R)SEY3,,,
Cabinet,U11_S4_SS5_B2_R1_C1,U11_S4_SS5_B2_R1_C1_RTR15,APN Router,ACME APN Router,Router,INSYS,MRX3 DSL,,,,12.2 (44R)SE4,,,
Cabinet,U11_S5_SS1_B1_R1_C1,U11_S5_SS1_B1_R1_C1_FW39,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-5020,,,,12.2 (44R)SE4,,,
Cabinet,U11_S5_SS1_B1_R1_C1,U11_S5_SS1_B1_R1_C1_NZ22,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0385,,16.6.7,,,
Cabinet,U11_S5_SS1_B1_R1_C1,U11_S5_SS1_B1_R1_C1_RTR9,APN Router,ACME APN Router,Router,Cisco,7600 Series,,,,20.0.4.5,,,
Cabinet,U11_S5_SS1_B1_R1_C1,U11_S5_SS1_B1_R1_C1_SW15,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,TP Link,,TL-SF1008D,,,2.0.001,,,
Cabinet,U11_S5_SS1_B2_R1_C1,U11_S5_SS1_B2_R1_C1_FW62,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801214542,,12.2 (25R)SEE4 ,,,
Cabinet,U11_S5_SS2_B1_R1_C1,U11_S5_SS2_B1_R1_C1_RTR8,APN Router,ACME APN Router,Router,Cisco,3800 Series,,,,2.0.001,,,
Cabinet,U11_S5_SS2_B2_R1_C1,U11_S5_SS2_B2_R1_C1_FW36,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-850,,,,12.2 (25R)SEE4 ,,,
Cabinet,U11_S5_SS3_B2_R1_C1,U11_S5_SS3_B2_R1_C1_FW62,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801214542,,12.2 (25R)SEE4 ,,,
Cabinet,U11_S5_SS4_B1_R1_C1,U11_S5_SS4_B1_R1_C1_FW27,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-200B-POE,,,12.2 (53r) SEY3,,,
Cabinet,U11_S5_SS4_B1_R1_C1,U11_S5_SS4_B1_R1_C1_NZ16,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2033BA2652,,12.2 (35R)SEY3,,,
Cabinet,U11_S5_SS4_B2_R1_C1,U11_S5_SS4_B2_R1_C1_FW77,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001072124,,12.2 (44)SE5 ,,,
Cabinet,U11_S5_SS4_B2_R1_C1,U11_S5_SS4_B2_R1_C1_GW2,Main Gateway,ACME Main Gateway,Gateway,Prolinx,ProLinx Gateway,,,,15.2(7)E4,,,
Cabinet,U11_S5_SS4_B2_R1_C1,U11_S5_SS4_B2_R1_C1_RTR3,APN Router,ACME APN Router,Router,Cisco,4300 Series,,,,12.2 (53r) SEY3,,,
Cabinet,U11_S5_SS5_B2_R1_C1,U11_S5_SS5_B2_R1_C1_NZ24,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0390,,2.0.001,,,
Cabinet,U12_S1_SS1_B1_R1_C1,U12_S1_SS1_B1_R1_C1_NZ24,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0390,,2.0.001,,,
Cabinet,U12_S1_SS1_B2_R1_C1,U12_S1_SS1_B2_R1_C1_FW76,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001071371,,12.2 (35R)SEY3,,,
Cabinet,U12_S1_SS1_B2_R1_C1,U12_S1_SS1_B2_R1_C1_NZ5,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1479,,12.2 (44R)SE4,,,
Cabinet,U12_S1_SS2_B1_R1_C1,U12_S1_SS2_B1_R1_C1_FW17,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3140B,,,16.6.7,,,
Cabinet,U12_S1_SS2_B1_R1_C1,U12_S1_SS2_B1_R1_C1_FW57,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214672,,16.8.1r,,,
Cabinet,U12_S1_SS2_B1_R1_C1,U12_S1_SS2_B1_R1_C1_NZ11,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1493,,2.0.001,,,
Cabinet,U12_S1_SS2_B1_R1_C1,U12_S1_SS2_B1_R1_C1_RTR15,APN Router,ACME APN Router,Router,INSYS,MRX3 DSL,,,,12.2 (44R)SE4,,,
Cabinet,U12_S1_SS2_B2_R1_C1,U12_S1_SS2_B2_R1_C1_FW63,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801223313,,12.2 (35R)SEY3,,,
Cabinet,U12_S1_SS2_B2_R1_C1,U12_S1_SS2_B2_R1_C1_FW67,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801224101,,15.2 (3R)E1,,,
Cabinet,U12_S1_SS2_B2_R1_C1,U12_S1_SS2_B2_R1_C1_FW71,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,12001059184,,2.0.001,,,
Cabinet,U12_S1_SS2_B2_R1_C1,U12_S1_SS2_B2_R1_C1_RTR2,MLPS Router,ACME MLPS Router,Router,Cisco,2911,,,,V15.2(7)e4,,,
Cabinet,U12_S1_SS2_B2_R1_C1,U12_S1_SS2_B2_R1_C1_RTR4,APN Router,ACME APN Router,Router,Cisco,4331 Series,,,,15.2 (3R)E1,,,
Cabinet,U12_S1_SS3_B1_R1_C1,U12_S1_SS3_B1_R1_C1_RTR3,APN Router,ACME APN Router,Router,Cisco,4300 Series,,,,12.2 (53r) SEY3,,,
Cabinet,U12_S1_SS3_B2_R1_C1,U12_S1_SS3_B2_R1_C1_SW9,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Phoenix Contact,,,,,12.2 (44R)SE4,,,
Cabinet,U12_S1_SS4_B1_R1_C1,U12_S1_SS4_B1_R1_C1_RTR11,APN Router,ACME APN Router,Router,INSYS,MRXS LTE,,,,10.0.5,,,
Cabinet,U12_S1_SS4_B2_R1_C1,U12_S1_SS4_B2_R1_C1_FW46,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214517,,20.0.4.5,,,
Cabinet,U12_S1_SS4_B2_R1_C1,U12_S1_SS4_B2_R1_C1_RTR1,APN Router,ACME APN Router,Router,Cisco,1921 Series,,,,12.2 (44)SE5 ,,,
Cabinet,U12_S1_SS4_B2_R1_C1,U12_S1_SS4_B2_R1_C1_SW15,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,TP Link,,TL-SF1008D,,,2.0.001,,,
Cabinet,U12_S1_SS5_B1_R1_C1,U12_S1_SS5_B1_R1_C1_NZ10,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1490,,16.8.1r,,,
Cabinet,U12_S1_SS5_B1_R1_C1,U12_S1_SS5_B1_R1_C1_RTR4,APN Router,ACME APN Router,Router,Cisco,4331 Series,,,,15.2 (3R)E1,,,
Cabinet,U12_S1_SS5_B2_R1_C1,U12_S1_SS5_B2_R1_C1_FW22,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-1000C,,,10.0.5,,,
Cabinet,U12_S1_SS5_B2_R1_C1,U12_S1_SS5_B2_R1_C1_FW44,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214514,,16.8.1r,,,
Cabinet,U12_S1_SS5_B2_R1_C1,U12_S1_SS5_B2_R1_C1_FW59,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801197833,,20.0.4.5,,,
Cabinet,U12_S1_SS5_B2_R1_C1,U12_S1_SS5_B2_R1_C1_MOD1,GSM Modem,ACME GSM Modem,Modem,InRouter,615-S,,,,10.0.5,,,
Cabinet,U12_S2_SS1_B1_R1_C1,U12_S2_SS1_B1_R1_C1_FW38,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-5050,,,,12.2 (44)SE5 ,,,
Cabinet,U12_S2_SS1_B1_R1_C1,U12_S2_SS1_B1_R1_C1_FW63,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801223313,,12.2 (35R)SEY3,,,
Cabinet,U12_S2_SS1_B1_R1_C1,U12_S2_SS1_B1_R1_C1_SW2,IT Ethernet Switch,ACME IT Ethernet Switch,Switch,Cisco,Catalyst 2960,,,,2.0.001,,,
Cabinet,U12_S2_SS1_B2_R1_C1,U12_S2_SS1_B2_R1_C1_FW16,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3240C,,,15.2(7)E4,,,
Cabinet,U12_S2_SS1_B2_R1_C1,U12_S2_SS1_B2_R1_C1_FW5,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-2600F,,,16.8.1r,,,
Cabinet,U12_S2_SS1_B2_R1_C1,U12_S2_SS1_B2_R1_C1_FW68,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-3220,34961451,16201030110,,15.2(7)E4,,,
Cabinet,U12_S2_SS2_B1_R1_C1,U12_S2_SS2_B1_R1_C1_FW47,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214518,,V15.2(7)e4,,,
