Parent Type,Parent ID,Asset ID,Asset Name,Asset Description,Asset Function,Asset Make,Asset Model,Asset Part Number,Asset Serial Number,Security Zone,Operating System,VM Host,Connected SCADA Server,Asset Contact Person,Comments
Room,U11_S3_SS3_B2_R1,U11_S3_SS3_B2_R1_SRVR23,SCADA,SCADA Server,Server,HP,ProLiant DL380 Gen10,,CZ29490PN6,,Windows | Server 2003,,,,
Room,U11_S3_SS4_B1_R1,U11_S3_SS4_B1_R1_EWS20,Engineering WS,Engineering Workstation,Workstation,HP,EliteDesk 800 G1 SFF,,TRF4200N7G,,Windows | XP,,,,
Room,U11_S3_SS4_B1_R1,U11_S3_SS4_B1_R1_EWS6,Engineering WS,Engineering Workstation,Workstation,Dell,OptiPlex 9010,,5MNYJY1,,Linux,,,,
Room,U11_S3_SS4_B1_R1,U11_S3_SS4_B1_R1_OWS24,Operator WS,Operator Workstation,Workstation,HP,EliteDesk 800 G6 Small,,4CE208CV9Q,,Windows | 7 Professional,,,,
Room,U11_S3_SS4_B1_R1,U11_S3_SS4_B1_R1_SRVR6,Historian,Historian Server,Server,HP,ProLiant DL360e Gen8,,CZJ44209SX,,Windows | 8 Professional,,,,
Room,U11_S3_SS4_B2_R1,U11_S3_SS4_B2_R1_EWS8,Engineering WS,Engineering Workstation,Workstation,Dell,OptiPlex 9020,,JM5ZW02,,Windows | 10 Professional,,,,
Room,U11_S3_SS4_B2_R1,U11_S3_SS4_B2_R1_SRVR48,Application,Application Server,Server,HP,ProLiant DL380p G8,,CZJ9490CR3,,Windows | 10 Professional,,,,
Room,U11_S3_SS5_B1_R1,U11_S3_SS5_B1_R1_EWS15,Engineering WS,Engineering Workstation,Workstation,HP,Compaq 8200 Elite SFF PC,,CZC20301BL,,Windows | Server 2012,,,,
Room,U11_S3_SS5_B1_R1,U11_S3_SS5_B1_R1_OWS20,Operator WS,Operator Workstation,Workstation,HP,EliteDesk 800 G5 TWR,,CZC026BKDN,,Windows | XP,,,,
Room,U11_S3_SS5_B1_R1,U11_S3_SS5_B1_R1_SRVR67,Web,Web Server,Server ,Dell,PowerEdge R740,,CZ29490PNT,,Windows | Server 2000,,,,
Room,U11_S3_SS5_B2_R1,U11_S3_SS5_B2_R1_SRVR38,HMI,HMI Server,Server,HP,ProLiant DL380 Gen10,,CZ29490PNV,,Windows | Server 2003,,,,
Room,U11_S3_SS5_B2_R1,U11_S3_SS5_B2_R1_SRVR42,DNS,DNS Server,Server,HP,ProLiant DL380 Gen10,,CZ29490PNZ,,Windows | Server 2016 Datacenter,,,,
Room,U11_S3_SS5_B2_R1,U11_S3_SS5_B2_R1_SRVR51,Application,Application Server,Server,HP,ProLiant ML350 Gen10,,CZJ9490CR0,,Windows | 8 Professional,,,,
Room,U11_S4_SS1_B1_R1,U11_S4_SS1_B1_R1_EWS28,Engineering WS,Engineering Workstation,Workstation,HP,EliteDesk 800 G1 SFF,,TRF5270DQ7,,Windows | Server 2003,,,,
Room,U11_S4_SS1_B1_R1,U11_S4_SS1_B1_R1_OWS26,Operator WS,Operator Workstation,Workstation,HP,Z2 Tower G4 Workstation,,CZC947C5F7,,Windows | 8 Professional,,,,
Room,U11_S4_SS1_B2_R1,U11_S4_SS1_B2_R1_EWS12,Engineering WS,Engineering Workstation,Workstation,HP,Compaq 6200 Pro SFF PC,,CZC1325PTR,,Windows | Server 2000,,,,
Room,U11_S4_SS1_B2_R1,U11_S4_SS1_B2_R1_EWS17,Engineering WS,Engineering Workstation,Workstation,HP,Compaq Elite 8300 SFF,,SGH406SK27,,Windows | Server 2016 Datacenter,,,,
Room,U11_S4_SS1_B2_R1,U11_S4_SS1_B2_R1_OWS11,Operator WS,Operator Workstation,Workstation,HP,EliteDesk 800 G4 WKS TWR,,CZC9509H70,,Windows | 8 Professional,,,,
Room,U11_S4_SS1_B2_R1,U11_S4_SS1_B2_R1_SRVR38,HMI,HMI Server,Server,HP,ProLiant DL380 Gen10,,CZ29490PNV,,Windows | Server 2003,,,,
Room,U11_S4_SS1_B2_R1,U11_S4_SS1_B2_R1_SRVR42,DNS,DNS Server,Server,HP,ProLiant DL380 Gen10,,CZ29490PNZ,,Windows | Server 2016 Datacenter,,,,
Room,U11_S4_SS2_B1_R1,U11_S4_SS2_B1_R1_EWS5,Engineering WS,Engineering Workstation,Workstation,Dell,Optiplex 7050,,CZC1325PTR,,Windows | XP,,,,
Room,U11_S4_SS2_B1_R1,U11_S4_SS2_B1_R1_OWS18,Operator WS,Operator Workstation,Workstation,HP,EliteDesk 800 G5 TWR,,CZC9509H70,,Windows | Server 2019,,,,
Room,U11_S4_SS2_B1_R1,U11_S4_SS2_B1_R1_SRVR1,Historian,Historian Server,Server,Dell,PLC Panel PC,,CZJ44209SW      ,,Linux,,,,
Room,U11_S4_SS2_B1_R1,U11_S4_SS2_B1_R1_SRVR34,HMI,HMI Server,Server,HP,ProLiant DL380 Gen10,,CZ29490PNN,,Windows | 7 Professional,,,,
Room,U11_S4_SS2_B2_R1,U11_S4_SS2_B2_R1_SRVR32,HMI,HMI Server,Server,HP,ProLiant DL380 Gen10,,CZ29490PNL,,Windows | 10 Enterprise,,,,
Room,U11_S4_SS2_B2_R1,U11_S4_SS2_B2_R1_SRVR47,Application,Application Server,Server,HP,ProLiant DL380p G8,,CZ22410265,,Windows | 10 Enterprise,,,,
Room,U11_S4_SS3_B2_R1,U11_S4_SS3_B2_R1_EWS25,Engineering WS,Engineering Workstation,Workstation,HP,EliteDesk 800 G1 SFF,,TRF516005W,,Windows | 7 Ultimate,,,,
Room,U11_S4_SS3_B2_R1,U11_S4_SS3_B2_R1_EWS4,Engineering WS,Engineering Workstation,Workstation,Dell,OptiPlex 7010,,CZC1325PTR,,Windows | Server 2019 Datacenter,,,,
Room,U11_S4_SS4_B1_R1,U11_S4_SS4_B1_R1_OWS8,Operator WS,Operator Workstation,Workstation,HP,EliteDesk 800 G4 WKS TWR,,CZC9509H6V,,Windows | 10 Professional,,,,
Room,U11_S4_SS4_B2_R1,U11_S4_SS4_B2_R1_EWS10,Engineering WS,Engineering Workstation,Workstation,HP,Compaq,,CZC2030162,,Windows | 7 Ultimate,,,,
Room,U11_S4_SS4_B2_R1,U11_S4_SS4_B2_R1_EWS16,Engineering WS,Engineering Workstation,Workstation,HP,Compaq Elite 8300 SFF,,TRF2380KL1,,Windows | Server 2016,,,,
Room,U11_S4_SS4_B2_R1,U11_S4_SS4_B2_R1_EWS3,Engineering WS,Engineering Workstation,Workstation,Dell,OptiPlex 7010,,5MNYJY1,,Windows | Server 2019,,,,
Room,U11_S4_SS4_B2_R1,U11_S4_SS4_B2_R1_OWS15,Operator WS,Operator Workstation,Workstation,HP,EliteDesk 800 G4 WKS TWR,,CZC9509H79,,Windows | Server 2012,,,,
Room,U11_S4_SS4_B2_R1,U11_S4_SS4_B2_R1_SRVR10,Historian,Historian Server,Server,HP,ProLiant DL360p Gen8,,CZJ4040RYM      ,,Windows | Server 2012,,,,
Room,U11_S4_SS4_B2_R1,U11_S4_SS4_B2_R1_SRVR53,Application,Application Server,Server,HP,ProLiant ML350 Gen10,,CZJ9490CR5,,Windows | Server 2003,,,,
Room,U11_S4_SS5_B1_R1,U11_S4_SS5_B1_R1_EWS25,Engineering WS,Engineering Workstation,Workstation,HP,EliteDesk 800 G1 SFF,,TRF516005W,,Windows | 7 Ultimate,,,,
Room,U11_S4_SS5_B2_R1,U11_S4_SS5_B2_R1_OWS6,Operator WS,Operator Workstation,Workstation,HP,EliteDesk 800 G4 WKS TWR,,CZC9509H77,,Linux,,,,
Room,U11_S5_SS1_B1_R1,U11_S5_SS1_B1_R1_SRVR30,HMI,HMI Server,Server,HP,ProLiant DL380 Gen10,,CZ29490PNJ,,Windows | XP,,,,
Room,U11_S5_SS1_B1_R1,U11_S5_SS1_B1_R1_SRVR47,Application,Application Server,Server,HP,ProLiant DL380p G8,,CZ22410265,,Windows | 10 Enterprise,,,,
Room,U11_S5_SS1_B2_R1,U11_S5_SS1_B2_R1_SRVR9,Historian,Historian Server,Server,HP,ProLiant DL360e Gen8,,CZJ44209T3,,Windows | Server 2008,,,,
Room,U11_S5_SS2_B1_R1,U11_S5_SS2_B1_R1_EWS6,Engineering WS,Engineering Workstation,Workstation,Dell,OptiPlex 9010,,5MNYJY1,,Linux,,,,
Room,U11_S5_SS2_B1_R1,U11_S5_SS2_B1_R1_SRVR29,HMI,HMI Server,Server,HP,ProLiant DL380 Gen10,,CZ29490PNH,,Windows | Server 2019 Datacenter,,,,
Room,U11_S5_SS2_B2_R1,U11_S5_SS2_B2_R1_EWS24,Engineering WS,Engineering Workstation,Workstation,HP,EliteDesk 800 G1 SFF,,TRF5150GG8,,Windows | 7 Professional,,,,
Room,U11_S5_SS2_B2_R1,U11_S5_SS2_B2_R1_EWS26,Engineering WS,Engineering Workstation,Workstation,HP,EliteDesk 800 G1 SFF,,TRF5160063,,Windows | 8 Professional,,,,
Room,U11_S5_SS2_B2_R1,U11_S5_SS2_B2_R1_SRVR20,SCADA,SCADA Server,Server,HP,ProLiant DL380 Gen10,,CZ2928012J,,Windows | 7 Ultimate,,,,
Room,U11_S5_SS2_B2_R1,U11_S5_SS2_B2_R1_SRVR35,HMI,HMI Server,Server,HP,ProLiant DL380 Gen10,,CZ29490PNR,,Windows | 7 Ultimate,,,,
Room,U11_S5_SS3_B1_R1,U11_S5_SS3_B1_R1_OWS7,Operator WS,Operator Workstation,Workstation,HP,EliteDesk 800 G4 WKS TWR,,CZC9509H6T,,Windows | 10 Enterprise,,,,
Room,U11_S5_SS3_B2_R1,U11_S5_SS3_B2_R1_EWS21,Engineering WS,Engineering Workstation,Workstation,HP,EliteDesk 800 G1 SFF,,TRF4200N8V,,Linux,,,,
Room,U11_S5_SS3_B2_R1,U11_S5_SS3_B2_R1_OWS16,Operator WS,Operator Workstation,Workstation,HP,EliteDesk 800 G4 WKS TWR,,CZC9509H7B,,Windows | Server 2016,,,,
Room,U11_S5_SS3_B2_R1,U11_S5_SS3_B2_R1_SRVR66,Web,Web Server,Server ,Dell,PowerEdge R740,,8V1YHP2,,Windows | 8 Professional,,,,
Room,U11_S5_SS4_B1_R1,U11_S5_SS4_B1_R1_SRVR36,HMI,HMI Server,Server,HP,ProLiant DL380 Gen10,,CZ29490PNS,,Windows | 8 Professional,,,,
Room,U11_S5_SS4_B1_R1,U11_S5_SS4_B1_R1_SRVR4,Historian,Historian Server,Server,HP,ProLiant DL360e Gen8,,CZJ44209T1      ,,Windows | 7 Professional,,,,
Room,U11_S5_SS4_B2_R1,U11_S5_SS4_B2_R1_EWS29,Engineering WS,Engineering Workstation,Workstation,HP,EliteDesk 800 G1 SFF,,TRF5160063,,Windows | Server 2008,,,,
Room,U11_S5_SS4_B2_R1,U11_S5_SS4_B2_R1_OWS17,Operator WS,Operator Workstation,Workstation,HP,EliteDesk 800 G5 SFF,,CZC9509H6Y,,Windows | Server 2016 Datacenter,,,,
Room,U11_S5_SS4_B2_R1,U11_S5_SS4_B2_R1_OWS26,Operator WS,Operator Workstation,Workstation,HP,Z2 Tower G4 Workstation,,CZC947C5F7,,Windows | 8 Professional,,,,
Room,U11_S5_SS4_B2_R1,U11_S5_SS4_B2_R1_SRVR50,Application,Application Server,Server,HP,ProLiant ML350 Gen10,,CZJ9490CR3,,Windows | 7 Ultimate,,,,
